Esperando vc falar "quero assistir um pipocao so explosao , porrada e testosterona" pra levar velozes e furiosos	Positivo
tipo velozes e furiosos q os cara ja desistiu dos carro e agr so quer sabe de porrada e explosao	Negativo
ontem eu assisti o velozes e furiosos em english ta lgd mas porra ali e so luta e pa e tinha mais explosao q dialogo entao tava suave	Positivo
Meu malvado favorito 3 e explosao de fofura! Eu amo demais hauehsksjdjshd	Positivo
explosao de tnts, era jurassica, encantando coisas, minerando, caindo na lava, parkour, luta, batman vs coringa, homem aranha vs venom	Positivo
esse novo homem aranha o diretor diz que ta chei de ideia... ja comeca errado ai, todo mundo sabe que cinema e explosao carro e mulheril	Negativo
Homem-Aranha de Andrew Garfield acharam exagero a explosao no ceu com o "virus" Lagarto. No novo o pia vira um aviao com a teia e ta td ok!	Negativo
@DanielSFurlan @caitomainier nao assistam homem aranha . Pouca cena de explosao , muito dialogo adolescente e nenhuma cena de alta velocidade	Negativo
eu+voce+pizza+coca-cola+ homem-aranha de volta ao lar= explosao de emocoes	Positivo
@benjaminback Vc viu o comercial de um banco? Quebra tabus, uma menina, futebol e a explosao do GOL! #mulhermaravilha #mulhernofutebol	Neutro
Confirmaram Mulher Maravilha 2	Neutro
na hora que doomsday solta uma explosao o batman sai correndo pra de tras do escudo da mulher maravilha KKKKKKKKKKKKKKKKKKKKKKKK	Neutro
do jeito que e a briga entre defensores do frio x amantes do calor parece que se chegar num consenso o clima vai ser aquele pra sempre	Neutro
Defensores da Cersei passem mais vergonha e por favor n tentem matar ngm em uma explosao	Neutro
mano baywatch eh tao bom serio assistam tem mulher gostosa the rock zac efron se fudendo explosao destruicao em massa annabeth do percy j.	Positivo
Proofe! Seria certo associar os cangaceiros a uma ideia de mercenarios ? Manda beijo aqui pro Sul!! #proenemaovivo @marcelolameirao	Neutro
beijo estilo velozes e furiosos	Neutro
obrigada irma *levanto e beijo o rosto da anabelle , me sento de novo*	Positivo
Um beijo pra quem sonhou com a freira do Invocacao do Mal essa noite e quase morreu de infarto kkkkkkkkk	Positivo
Se eu fosse a Bela do crepusculo n ia ter filme pq amo tanto pao de alho q ia matar meu namorado-vampiro no primeiro beijo	Positivo
Meta de vida e ir com a cremosa na roda gigante e dar aquele beijo do crepusculo laa no topo	Neutro
Quem nasceu Crepusculo ja mais sera Harry Potter. Um beijo de luz pros haters #HarryPotter20	Neutro
Vou tomar banho e ir pro cinema ver Meu Malvado Favorito , beijo .	Neutro
Quer me agradar e me dar beijo na testa, Deus eu fico igual a menininha do meu malvado favorito	Positivo
Um beijo pra quem desistiu da prova de metodos e ta assistindo Meu Malvado Favorito	Positivo
@Letzz12 queria dizer q te odeio por nao ir assistir comigo meu malvado favorito 3, beijo	Neutro
Queria dizer que assisti meu malvado favorito 3, e fiquei apaixonada, beijo beijo	Positivo
hoje eu so queria pegar essa quinta do beijo e assistir a estreia do meu malvado favorito	Positivo
Sdds do beijo dela	Neutro
 Me da um beijo ? Mas eu to gripado.  Deixa de besteira.  E serio.  Na saude e na doenca, lembra?''  Querido John .	Neutro
 Me da um beijo ? Mas eu to gripado.  Deixa de besteira.  E serio.  Na saude e na doenca, lembra?'  Querido John .	Neutro
HAHAHAHAHAHAHAHA UM BEIJO DE HOMEM ARANHA SUA CAVALA	Neutro
"Eu sempre quis dar beijo de homem aranha " kkkkkkk	Neutro
minha amiga ta assistindo the oc e acabou de terminar um ep que teve referencia do beijo de homem aranha fiquei apaixonada que fofo	Positivo
oi bebe me da um beijo pea cada vez que a globo passou homem aranha	Neutro
se eu morrer de passar mal dps das coisas q comi pelo menos vou em paz por saber q cumpri minha meta de dar um beijo estilo homem aranha	Positivo
Grey Worm mandou um beijo pra Mulher Maravilha . O amor e nossa maior fragilidade, e o q motiva nosso heroismo.	Positivo
Mulher maravilha , eu te amo muito , voce nao faz ideia do bem que me faz, do seu sorriso. Me manda um beijo please	Positivo
Beijo tia vera	Positivo
Acho que eu tava quase te deixando O seu beijo sempre acaba complicando Vou ficar mais um pouquinho por enquanto	Positivo
Cada foto que eu curto eu beijo a tela do celular, se fosse personagem de um desenho seria a mulher maravilha	Neutro
Poderiam ter trocado a atriz americana por voce para atuar no filme Mulher Maravilha , 1000 vezes melhor! Bom final de semana! beijo	Negativo
um beijo pra quem administra as contas dos defensores no twitter	Positivo
Boa tarde minha princesa manda um beijo pra o grupo defensores da emilly	Neutro
vou ir assistir o poderoso chefinho , beijo amores	Neutro
Estadio nao tem culpa, tem que quebrar carro dos jogadores e diretoria, mercenarios do caralho...	Negativo
Tem que quebrar o carro de qtos jogadores/ mercenarios pra essas merdas jogarem?	Negativo
Esse grupo precisa de um choque quem nao se esforca corta salario time de mercenarios estao puxando o carro	Negativo
Eu achava que eu andava rapido com carro , mas seu Henrique e velozes e furiosos naa ruazinhas ahahah	Neutro
Com esse preco da gasolina o proximo velozes e furiosos vai ser so com carro 1.0	Negativo
o que voces acham sobre velozes e furiosos antes eles eram ladroes de carro e agora eles se tornaram agentes especiais rss	Neutro
meu sonho de princesa e participar de um racha igual desses filmes " velozes e furiosos " com um carro bem foda e todo rosinha	Neutro
menino sla.. eu acho muito humor de hetero.. ai coloca os carro e mulher gostosa no meio parece que to vendo velozes e furiosos .. gosto nao	Negativo
Confesso que depois que comecei a dirigir e comprei meu carro , um dos meus filmes favoritos e velozes e furiosos , nem vou dizer o porque	Positivo
Depois sonhei que eu ia pro cinema assistir um filme q eu nao lembro, ai aparecia a anabelle dirigindo um carro pra promo o filme ?????	Neutro
*entro, coloco o cinto e ligo o carro * vamos? *ligo o som e sigo para a escola*	Neutro
*respiro fundo* vai dar tudo certo *rio e vou em direcao ao meu carro e coloco minhas malas na mala do carro * vamos malia traz sua mala	Neutro
acordei atrasada, o pneu do carro furou, fui arrumar e tive que trocar os dois dianteiros, fiquei mais de 1 hra na borracharia, q dia ein	Negativo
Kelly disse que carro e com k, mds kkkkkkkkkkkkkkkkkkkkkkkkk	Neutro
Pegar o carro amanha e levar os menino no cinema ve meu malvado favorito	Neutro
Quero ir no cinema assistir meu malvado favorito 3 com meu irmao, porem nao tenho carro e o shopping continente e longe	Negativo
meu carro malvado favorito 6	Neutro
Amanha vou ir pra Guarapuava com a mae pra fazer revisao do carro e assistir meu malvado favorito 3 com meu irmao	Neutro
Carro 3, homem aranha, e agora meu malvado favorito quem aguenta ? So meu namorado mesmo	Positivo
Tenho q ir ver logo meu malvado favorito e carro 3 mlk	Positivo
RT  Meu Malvado Favorito 3 e Homem Aranha: De Volta ao Lar continuam em cartaz. O simpatico carro de corrida, o lendario Relampago McQu...	Neutro
to doido p ver meu malvado favorito no cinema mano, tomara q o carro do meu pai fique pronto logo kkk	Positivo
Meus pais falaram que iamos assistir Homem-Aranha mas quando chego no carro descubro que vamos assistir outro filme	Negativo
aquele momento q ce ta largada no sofa comendo salgadinho mexendo no celular, toca a musica da mulher maravilha no carro de som na rua	Positivo
o famoso carro da mulher maravilha	Neutro
Vou pegar o carro hoje, meu Deus nem acredito	Positivo
To sendo mas invisivel que o carro da mulher maravilha	Negativo
Minha mae saiu do cinema dps de ver mulher maravilha cantando pneu e falando que o carro tava cheio de fogo	Positivo
Hoje passou um carro e gritou "olha la a mulher maravilha " kkkk eu ri mt	Positivo
ou seja, agora vou sair na rua correndo igual o usain bolt e se vier um carro eu vou virar a mulher maravilha e voar, pq e o q da p fazer	Positivo
Estamos tipo se beber nao case ... Descobrir que abastecemos o carro 2:30 da manha ou seje esse horario minha irma ja nao tinha carteira!	Neutro
Ano passado teve os defensores de vidraca do Beira-Rio e de carro do Carraveta. Tem que colocar dedo na cara sim e tirar de la a forca.	Negativo
@jornal_cultura 1970 EM MEU CARRO TINHA BRASIL AME O OU DEIXE O. ACHO QUE VOU DEIXA LO NAS MAOS DOS DEFENSORES DAS DIRETAS JA	Negativo
Eu vou quebrar o carro de todos os defensores desgraca pelada	Negativo
Hoje e um daqueles dia que so quero pegar o carro , colocar um som e so parar na praia, ficar observando o mar Mas ai eu acordei	Negativo
O carro pegou fogo la no Bar celona mano kkkk	Neutro
Passando na rua, e vi o carro balancando tem gente metendo, tem gente metendo	Neutro
Vim lavar meu carro no shopping e aproveitei pra ir no cinema ....o unico filme disponivel no horario era Baywatch .	Negativo
Vcs precisam sair desse mundinho de vcs q 18 anos eh td de bom.. faculdade n eh american pie e cnh e carro n cai do ceu	Negativo
podem ate me chamarem de crazy, mais nao sabe aonde nos vai, no carro ja ta tipo have, nos ta tipo american pie ..	Neutro
Vcs precisam sair desse mundinho de vcs q 18 anos eh td de bom.. faculdade n eh american pie e cnh e carro n cai do ceu	Negativo
meu carro ja ta tipo rave nos ta tipo american pie	Positivo
Da primeira vez que vi Velozes e Furiosos eu achava que a Letty e do Dom eram irmaos. Tomei mo susto quando eles se pegaram.	Neutro
UM GATO SE TACOU NO MEU PORTAO, QUE SUSTO DO CARALHO	Negativo
levei um puta susto no trailer da Anabelle 2	Positivo
E tbm acho q esse Anabelle 2 ai vai barrar o primeiro, sdds tomar susto	Positivo
levei 3 susto assistindo o trailers de anabelle . Ja quero ir na estrela desse filme	Positivo
Anabelle ? O chamado?? Eu pego cada susto e com o Herobrine aparecendo atras do @DCZINHU e o @C0RUJ4YT gritando na serie paranormal.	Negativo
Mano..fomos pro sitio (pensa num breu) dai assistimos invocacao do mal 2...Justo na parte de susto , nao me entra um gato preto pela janela	Positivo
Acabei de olhar invocacao do mal 2.... Tomei cada susto com os meus dindos e minha mae.... Kkkkkk.....	Positivo
Acabei de assistir invocacao do mal 2, eu n senti medo, so levei susto , mas a historia em si e massa	Positivo
Eu assisti invocacao do mal 2 pela 11 vez de madrugada. Meus irmaos tudo gritando de susto e eu so rindo.	Positivo
so pq eu tomo susto nao quer dizer q seja bom KKKKKKKKKKKKKK invocacao do mal e horrivel, tanto o 1 quanto o 2	Negativo
Fui ver invocacao do mal um dia no cinema. Unico susto que eu tomei foi o preco da pipoca. 18 conto	Negativo
to assistindo invocacao do mal 2 com as gurias, millena ta deitada cmg e cada susto que ela leva ela se gruda em mim	Neutro
to assistindo invocacao do mal 2 pela milesima vez e ainda tomo susto nessa merda	Positivo
o gps do celular do meu pai ta com a voz do gru do meu malvado favorito e, toda vez eu levo um susto quando ele comeca a falar	Neutro
A mina me faz assistir meu malvado favorito e ainda toma susto com o filme, ta de sacanagem	Negativo
Tem tanto tempo que eu to usando essa mascara do homem aranha que quando eu tirar vou levar um susto com a minha cara	Positivo
Toda hora tomo susto com com esse homem aranha do Arthur voando	Negativo
O " homem-aranha " me deu um susto	Neutro
saiu um cara vestido de homem aranha da porta atras de mim, levei o maior susto	Negativo
NOSSA QUE SUSTO , PENSEI QUE FOSSE O FILME DO LIXO HOLLAND OFSDOIFJOISDFIOSDK homem-aranha pra mim so o Tobey Maguire e essa serie, desculpa	Negativo
Fui assistir homem aranha terminei assistindo a mumia, so do susto do gordinho no final valeu a pena KKKKK KKK PQP	Negativo
Eu tomei muito susto vendo homem aranha	Neutro
So eu mesmo para tomar um puta susto no cinema assistindo Homem-Aranha (odeio cena que tem um suspense)	Negativo
sobre colocar o tema de mulher maravilha como despertador: levei um puta susto	Negativo
Porque voce nao me falou que o lupus fazia mulher maravilha @leandrofreythas ? Levei um susto hahahaha	Positivo
eu me distrai assistindo doctor who e tomei um susto pensando que tinha perdido o painel de defensores , ainda bem que e so amanha	Positivo
Eu achava q faculdade era q nem american pie , tomei um susto quando entrei e vi que realmente e	Negativo
Jogadores nao sejam mercenarios e honrem a camiseta que pagam o seu salario!!! Que vexame, devolvam meu Inter pelo amor de Deus.	Negativo
vcs n tem nocao do meu amor por velozes e furiosos serio eu fico doida assistindo	Positivo
espero que nosso amor dure mais que a franquia velozes e furiosos	Positivo
" Amor vai devagar, tu acha que e pilota de Velozes e Furiosos ? Tamo no filme nao, tudo bem q vc ta careca igual o Toreto" kkkkkkkkkk	Neutro
Velozes e Furiosos 5 amor esse filme	Positivo
Se existe historia de amor mais verdadeira que a do dom e a lety no velozes e furiosos , ainda ta pra nascer	Neutro
O engracado e que ela parece a boneca anabelle , mas mesmo assim ele preferiu ela. Sera amor ?	Neutro
To assistindo" invocacao do mal 2 "com meu amor	Neutro
a mulher de invocacao do mal e erica hahn sao um casal nesse filme ui pelo amor	Neutro
Qualquer um podia estar agora assistindo comigo invocacao do mal sem ser meu irmao pq pelo amor de Deus menino fica me dando susto	Negativo
por exemplo invocacao do mal PUTA FILME BESTA PELO AMOR e o chamado tbm e idiota pra cacete VAMOS FAZER FILMES DE TERROR BONS GALERO?	Negativo
o invocacao do mal e bom! Vera farmiga meu amor <3	Positivo
Dificil,adoro filmes hehe assisto e ja me apaixono e pronto,meu nenee.egosto de varios e generos diferentes,Ironias do amor , invocacao do mal	Positivo
Eu e a banana, a banana e eu..... Uma historia de amor melhor que crepusculo 	Negativo
eu sou mt kkkkkkkkkkk detalhes e eu historia de amor melhor q crepusculo	Negativo
@ProfRFelicio e os ''''SUPER CONFIAVEIS"" sites com dominio ".wordpress", uma historia de amor melhor que Crepusculo	Negativo
passei o dia com a vida, e assistimos meu malvado favorito 3 no cinema aaaa um amor	Positivo
E te acordar nao eh tao facil meu amor hsjshs	Neutro
espero q n seja eu nea, pq ir ate o tatuape pra ver meu malvado favorito e uma prova de amor djdjskks	Positivo
Assisti meu malvado favorito hoje Que filme mais amor	Positivo
amor : Mussarela ou lanche? Maroco: Mussarela ne amor Maroco: Sem duvidas amor : Meu pai disse lanche aoxkoa Se quer guerra tera	Neutro
[24/7 18:37] amor : [24/7 18:38] Maroco: De onde esse coracao [24/7 18:38] amor : Do meu cu Carinhosa!	Neutro
Vou no paragem com meu primos ver Malvado Favorito , q amor	Positivo
Eu te prometo que tudo vai acabar antes do que imagina.  Querido John	Neutro
E que eu sou uma pessoa dificil de lidar, de conviver, de amar.  Querido John	Neutro
A gente precisa acreditar que tudo vai dar certo.  Querido John .	Positivo
Eu preciso ver muito: Querido John , Um Porto Seguro, A Vida e Morte de Charlie e ABC do Amor .	Neutro
Um espaco entre nos, Marley & eu, Um amor para recordar, Querido John , A ultima musica, A culpa e das estrelas (chorei em todos)	Positivo
Assisti Homem - Aranha com o meu amor	Positivo
Vou no cinema hoje com meu amor ver homem aranha kkkk	Neutro
Quando for assistir homem aranha , pelo amor de deus Veja os creditos	Neutro
devolve meu amor nao correspondido	Negativo
Mais amor ao falar. Mais paciencia ao ouvir.	Neutro
Quando o amor for tudo que restar, entao ai teremos tudo.	Positivo
So o riso, o amor e o prazer merecem revanche. O resto, e mais que perda de tempo ... e perda de vida.	Neutro
LK- meu amor , melhor pessoa, amo demais, bela kkk, Leaozinho e minha mulher maravilha	Positivo
Mulher-Maravilha dizendo que a guerra acaba com amor , sendo que a mesma termina enfiando a porrada em todo mundo	Negativo
"So o amor pode salvar o mundo" Mulher Maravilha	Positivo
Vou te esperar passe o tempo que for Deixe bem guardado esse nosso amor Sei que eu te mereco	Positivo
Fala a verdade ai, assume que eu ja virei amor	Neutro
Ganhei uma brusinha da mulher maravilha , muito amor por aquela camiseta	Positivo
Vamos manter o amor a Mulher-Maravilha vivo que a continuacao tem que bater bilhao e ser maior que qualquer heroi macho vivo	Positivo
Mais Agora eu sei que so o amor pode salvar de verdade o mundo.  Mulher Maravilha	Positivo
Quero deixar registrado aqui meu amor pelo filme: Se beber nao Case , e Ultima viagem a Vegas	Positivo
Se beber nao case kkjk	Positivo
Fica comigo/o melhor de mim/ amor e outras drogas/ sexo sem compromisso/ se beber nao case 2	Positivo
Bom dia aos homossexuais e defensores , a cada dia damos um passo a frente combatendo o preconceito. Toda forma de amor e justa.	Positivo
o poderoso chefinho e tao amor	Positivo
assisti o poderoso chefinho com o meu amor , esse filme e tao lindinho	Positivo
Acabamos de ver, eu e meu amor  assistindo O Poderoso Chefinho	Positivo
Como tcheca piscando louca pra fazer amor	Neutro
assisti O Poderoso Chefinho e entendi o amor que o @classic1real tem por esse filme	Positivo
Eu e meu amor estavamos assistindo o poderoso chefinho esse filme e mt fofo rs	Positivo
To vendo O poderoso chefinho , onde o personagem e a cara do Louis!!!!! Ai, que amor pqp	Positivo
Amanha vou ver Baywatch com o meu amor !!	Neutro
Amor eterno a Zac Efron #Baywatch	Positivo
eu tenho que assistir BAYWATCH pelo amor , quem marca de ver comigo	Positivo
vim assistir baywatch sozinho no cinema isso chama amor a zac efron	Positivo
Espero mt q nao tenha foto minha pelo amor de Deus pq meu passado me condena	Negativo
Eu nem vejo direito e chorei com Renato dizendo q ele precisa viver aquele amor ...ai,nao tenho estrutura pra isso... meu passado me condena	Positivo
Cansei de te dar valor FALEIIIII TCHAU E BENCA AMOR sempre que tocar isso vai vir a frase " meu passado me condena " na minha mente	Positivo
amor hoje vai passar nosso filme sabia aquele em nos somos protagonistas meu passado me condena o nome	Positivo
@vihbitler  Linda dmssss  Conheco ja nao e de hoje  " Meu passado me condena "  Um amor de pessoaaa  Fecha pra quem fecha com ela	Positivo
29- Tenho varioss mas vou tentar falar alguns, amor sem fim, o chamado (todos), piratas do Caribe, truque de mestre, meu passado me condena	Positivo
pelo amor de deus alguem vai assistir comigo meu passado me condena c o fabio e a mia mello no teatro	Neutro
Queria muito compartilhar aquele video do cara falando do amor entre pretos, mas o problema e que meu passado palmiteiro me condena .	Negativo
To assistindo american pie o livro do amor	Neutro
Vou assistir American Pie - o livro do amor na Netflix	Neutro
estou assistindo american pie o livro do amor	Neutro
American pie 7: o cu do amor	Negativo
bye bye miss american pie	Negativo
american pie >>>>> o livro do amor	Neutro
American pie o livro do amor e o melhor filme aaa	Positivo
"Filme de heroi esta saturado demais,ja ta chato" - Diz a pessoa que edta indo ver velozes e furiosos e transformers	Negativo
Vai ser um Velozes e Furiosos de super heroi	Neutro
Coisas q ja passou da hora de Hollywood parar: King Kong Planeta dos Macacos Transformers Velozes e Furiosos Filme de Heroi sem roteiro	Negativo
Top 5 filmes de heroi : -Homem Aranha 2 - Velozes E Furiosos : Tokyo Drift -O Ninja Didi E A Princesa Lili -Seguranca Nacional -Plano Real	Positivo
So falta virar super heroi agr p ficar que nem velozes e furiosos	Negativo
eu acho que minha relacao com velozes e furiosos melhorou muito quando eu aceitei que e um filme de super heroi	Positivo
Velozes e Furiosos : o filme em que ter carteira de motorista e quase ser super heroi kkkkk	Neutro
olha o heroi salvand q coisa + crepusculo	Negativo
no cinema agora: baywatch, a mumia, carros 3, meu malvado favorito 3 + 2 filmes de super heroi . ah claro tem um filme com o tom hanks tb.	Neutro
MANO PARA eu queria comprar meu malvado favorito 3, mas o idiota quis homem aranha e eu odeio filme de super heroi me ajuda	Negativo
ja vi (vini adora filme de super heroi ) .. quero ver o circulo e o meu malvado favorito :B	Negativo
De super heroi nao, miga, vamo assistir meu malvado favorito 3 <3	Neutro
RT Longa mostra o retorno do heroi ao cinema.  Meu Malvado Favorito 3, Mulher Maravilha permanecem em cartaz.	Neutro
